pop,bet_id,mint,symbol,rule_set,gate,series,proposed_at,features_end_time,decided_at,quote_json,entry_at,exit_at,exit_reason,spent_lamports,received_lamports,high_water_sol,pnl_sol,params,entry_json
paper,01a0a009-d080-797a-a47f-6722963ba179,7PjBxJhPSDiYwkVMxBYqNwgG6taJawgbZxR1n8LWpump,ROO,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 13:09:20.351434+00,2026-09-14 13:09:15.897549+00,2026-09-14 13:09:20.351434+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""748098.9363769685313310130377"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""65.616405973"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T13:09:04+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""15.958591256"", ""curve_progress_pct"": ""46.9786"", ""price_sol_per_token"": ""0.00000006561640597300663891374406341"", ""real_token_reserves"": ""420513114.288925"", ""virtual_sol_reserves"": ""45.958591256"", ""virtual_token_reserves"": ""700413114.288925""}",2026-09-14 13:09:36+00,2026-09-14 13:11:10+00,creator_dump,,,1.5875092908,-0.0065294046,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""686680.940454711981334945973"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T13:09:52.688000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""100.86613104855147"", ""observed_at"": ""2026-09-14T13:09:52.896659+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""71.4884601211"", ""observed_at"": ""2026-09-14T13:09:36+00:00"", ""real_sol_reserves"": ""17.970965541"", ""real_token_reserves"": ""391130897.291019"", ""virtual_sol_reserves"": ""47.970965541"", ""virtual_token_reserves"": ""671030897.291019""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T13:09:20.351434+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.00000007281402039044595080693104039"", ""participation_pct"": null, ""decision_to_fill_s"": 15, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000007163499649712406498307919626"", ""marginal_price_before_sol"": ""0.00000007148846012107770325816172944""}"
paper,01a0a011-f874-777d-bb31-175b7ebd23b5,5kJ9jKaPNmXYDQm9FQEhkKDhyCUJMPqgZZUktZ39pump,PUMPDOG,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 13:18:11.117983+00,2026-09-14 13:18:02.569927+00,2026-09-14 13:18:11.117983+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""817189.0608346162222580986762"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""60.0658979327"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T13:17:51+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""13.971823438"", ""curve_progress_pct"": ""42.9883"", ""price_sol_per_token"": ""0.00000006006589793272567657145541435"", ""real_token_reserves"": ""452159703.615"", ""virtual_sol_reserves"": ""43.971823438"", ""virtual_token_reserves"": ""732059703.615""}",2026-09-14 13:18:21+00,2026-09-14 13:19:25+00,max_loss,,,1.1070490447,-0.0290497228,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""750649.2690309577191857975642"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T13:18:46.519000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.37084371420458"", ""observed_at"": ""2026-09-14T13:18:47.411836+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""65.3933550627"", ""observed_at"": ""2026-09-14T13:18:21+00:00"", ""real_sol_reserves"": ""15.880410884"", ""real_token_reserves"": ""421706621.039843"", ""virtual_sol_reserves"": ""45.880410884"", ""virtual_token_reserves"": ""701606621.039843""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T13:18:11.117983+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.00000006660900378221501627235243424"", ""participation_pct"": null, ""decision_to_fill_s"": 9, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000006553350871376971039683241292"", ""marginal_price_before_sol"": ""0.00000006539335506270048804775578715""}"
paper,01a0a01c-18c6-79fb-9210-f99e24556585,PH84sm35uJ2osktXUiwpjqdcx9jvPzz32RbFcGupump,ALTO,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 13:29:15.855009+00,2026-09-14 13:29:09.228256+00,2026-09-14 13:29:15.855009+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""504873.1318664601394413410197"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""97.2460695336"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T13:28:58+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""25.949539632"", ""curve_progress_pct"": ""62.7487"", ""price_sol_per_token"": ""0.00000009724606953359276683396837376"", ""real_token_reserves"": ""295439855.896929"", ""virtual_sol_reserves"": ""55.949539632"", ""virtual_token_reserves"": ""575339855.896929""}",2026-09-14 13:29:29+00,2026-09-14 13:29:53.377008+00,max_loss,,,0.9656019656,-0.0371324529,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""455900.272805683227188425368"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T13:29:50.921000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.58540462461924"", ""observed_at"": ""2026-09-14T13:29:51.046054+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""107.6969557931"", ""observed_at"": ""2026-09-14T13:29:29+00:00"", ""real_sol_reserves"": ""28.879240963"", ""real_token_reserves"": ""266812212.331439"", ""virtual_sol_reserves"": ""58.879240963"", ""virtual_token_reserves"": ""546712212.331439""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T13:29:15.855009+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.0000001096731083144390318710690182"", ""participation_pct"": null, ""decision_to_fill_s"": 13, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.0000001078767964988107538032407002"", ""marginal_price_before_sol"": ""0.0000001076969557930874034855012605""}"
paper,01a0a033-bbf6-77a5-baf2-fdbaaec29c89,A7TN4eqhJ6gGWC2U41G3foXMewjcrkbaHjHMx5oopump,胆子肥,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 13:55:22.366931+00,2026-09-14 13:55:07.301452+00,2026-09-14 13:55:22.366931+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""539500.5252066017016826595937"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""91.001716966"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T13:54:55+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""24.123426284"", ""curve_progress_pct"": ""60.3011"", ""price_sol_per_token"": ""0.00000009100171696601140901122244869"", ""real_token_reserves"": ""314851704.566352"", ""virtual_sol_reserves"": ""54.123426284"", ""virtual_token_reserves"": ""594751704.566352""}",2026-09-14 13:55:27+00,2026-09-14 13:57:34.935109+00,creator_dump,,,0.9656019656,-0.0339626680,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""581690.5376626800667411274197"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T13:55:39.032000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.21536610595675"", ""observed_at"": ""2026-09-14T13:55:40.150378+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""84.3984242497"", ""observed_at"": ""2026-09-14T13:55:27+00:00"", ""real_sol_reserves"": ""22.122790411"", ""real_token_reserves"": ""337680137.003267"", ""virtual_sol_reserves"": ""52.122790411"", ""virtual_token_reserves"": ""617580137.003267""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T13:55:22.366931+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.0000000859563578271489657365368024"", ""participation_pct"": null, ""decision_to_fill_s"": 4, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000008455763666667265516046279277"", ""marginal_price_before_sol"": ""0.00000008439842424971687576793969163""}"
paper,01a0a033-fa75-7504-8cc7-959a1825e76a,HewpaqSnF5aVRjPq9KB6p1em8Wthh95DnBRopFC9pump,BIKINIHOUSE,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 13:55:38.652108+00,2026-09-14 13:55:38.5299+00,2026-09-14 13:55:38.652108+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""663423.6683177248533889320348"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""73.995885055"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T13:55:27+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""18.804995067"", ""curve_progress_pct"": ""52.1292"", ""price_sol_per_token"": ""0.00000007399588505499494413939331743"", ""real_token_reserves"": ""379663636.960722"", ""virtual_sol_reserves"": ""48.804995067"", ""virtual_token_reserves"": ""659563636.960722""}",2026-09-14 13:55:43+00,2026-09-14 13:56:51+00,creator_dump,,,1.1462763030,0.0142201536,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""611973.673777229306827694071"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T13:55:39.032000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.21536610595675"", ""observed_at"": ""2026-09-14T13:55:40.150378+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""80.2200780009"", ""observed_at"": ""2026-09-14T13:55:43+00:00"", ""real_sol_reserves"": ""20.81618163"", ""real_token_reserves"": ""353559638.738423"", ""virtual_sol_reserves"": ""50.81618163"", ""virtual_token_reserves"": ""633459638.738423""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T13:55:38.652108+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.00000008170286099300572687310147478"", ""participation_pct"": null, ""decision_to_fill_s"": 4, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000008037530117764458505306243993"", ""marginal_price_before_sol"": ""0.00000008022007800087122416213464896""}"
paper,01a0a05b-589b-7496-97cd-7e1af337a4d1,9qdvsftkSTvRodGwX8fDpjJj1VyphK2YwLtRN8Rnpump,ORB,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 14:38:38.212917+00,2026-09-14 14:38:37.088916+00,2026-09-14 14:38:38.212917+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""795318.7342966628044056224477"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""61.7185679211"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T14:38:24+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""14.572645236"", ""curve_progress_pct"": ""44.2325"", ""price_sol_per_token"": ""0.00000006171856792113807319368512845"", ""real_token_reserves"": ""442291825.528963"", ""virtual_sol_reserves"": ""44.572645236"", ""virtual_token_reserves"": ""722191825.528963""}",2026-09-14 14:38:41+00,2026-09-14 14:39:25+00,creator_dump,,,0.9953592713,-0.0288445567,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""722317.6021358060535696702752"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T14:38:55.437000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.88412879576113"", ""observed_at"": ""2026-09-14T14:38:56.155397+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""67.9596831287"", ""observed_at"": ""2026-09-14T14:38:41+00:00"", ""real_sol_reserves"": ""16.772023714"", ""real_token_reserves"": ""408331927.530494"", ""virtual_sol_reserves"": ""46.772023714"", ""virtual_token_reserves"": ""688231927.530494""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T14:38:38.212917+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.00000006922162751143822180592777407"", ""participation_pct"": null, ""decision_to_fill_s"": 2, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000006810255898534864038137485208"", ""marginal_price_before_sol"": ""0.00000006795968312866106814359409298""}"
paper,01a0a0b1-39e4-779c-a80a-7e13e33ac954,G2bJr5gYqn3NnLYaTuA3Vtmr1uBJ5nHXXNcYKws3pump,Quanthrop,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-14 16:12:27.004449+00,2026-09-14 16:12:11.06788+00,2026-09-14 16:12:27.004449+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""902939.2359034364939052755828"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""54.358464196"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-14T16:11:59+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""11.830598435"", ""curve_progress_pct"": ""38.2635"", ""price_sol_per_token"": ""0.00000005435846419598107236212438038"", ""real_token_reserves"": ""489632382.00745"", ""virtual_sol_reserves"": ""41.830598435"", ""virtual_token_reserves"": ""769532382.00745""}",2026-09-14 16:12:31+00,2026-09-14 16:12:54+00,line_broken,,,1.0242946620,-0.0083675021,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""722701.0038606597606337957713"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-14T16:12:44.051000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""102.14634297067728"", ""observed_at"": ""2026-09-14T16:12:44.388013+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""67.9236107584"", ""observed_at"": ""2026-09-14T16:12:31+00:00"", ""real_sol_reserves"": ""16.759609019"", ""real_token_reserves"": ""408514654.299483"", ""virtual_sol_reserves"": ""46.759609019"", ""virtual_token_reserves"": ""688414654.299483""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-14T16:12:27.004449+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.00000006918490459111115496146928036"", ""participation_pct"": null, ""decision_to_fill_s"": 3, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000006806644871125616658225576225"", ""marginal_price_before_sol"": ""0.00000006792361075837591522165550209""}"
paper,01a0a2a8-3e5a-74a1-bd13-2be579041cdf,Hp9aqfw8xjwXTXKu2wFGR7k59djMzjCTFdJFCiEApump,LBN,flow_v2/1,fluxo_e_holders/1,meme_features_15s_v1,2026-09-15 01:21:47.678134+00,2026-09-15 01:21:39.240813+00,2026-09-15 01:21:47.678134+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""409537.1302231180993861625604"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""119.8944040347"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-15T01:21:26+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""32.124076461"", ""curve_progress_pct"": ""69.9588"", ""price_sol_per_token"": ""0.0000001198944040346673362383524664"", ""real_token_reserves"": ""238256597.559273"", ""virtual_sol_reserves"": ""62.124076461"", ""virtual_token_reserves"": ""518156597.559273""}",2026-09-15 01:21:56+00,2026-09-15 01:29:16+00,line_broken,,,1.3496370196,-0.0222818419,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""494208.4395317706366707165715"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-15T01:21:15.011000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""102.31542024783516"", ""observed_at"": ""2026-09-15T01:21:15.479283+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""99.3455016751"", ""observed_at"": ""2026-09-15T01:21:56+00:00"", ""real_sol_reserves"": ""26.550258261"", ""real_token_reserves"": ""289328171.456881"", ""virtual_sol_reserves"": ""56.550258261"", ""virtual_token_reserves"": ""569228171.456881""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-15T01:21:47.678134+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.0000001011718861931448355253482253"", ""participation_pct"": null, ""decision_to_fill_s"": 8, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.00000009951823170513466330893942145"", ""marginal_price_before_sol"": ""0.00000009934550167512866795407695846""}"
paper,01a0a305-2db9-7eac-93b0-7259fea6f4b9,BgJGJNyu6mrgJh98sPtogBGfdwD4Yjjs2DHHxVX7pump,KIRKYAHU,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 03:03:04.250584+00,2026-09-15 03:02:59.374499+00,2026-09-15 03:03:04.250584+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""547244.9815149662086794133084"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""89.7133041098"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-15T03:02:48+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""23.738917577"", ""curve_progress_pct"": ""59.7646"", ""price_sol_per_token"": ""0.00000008971330410980685814830896006"", ""real_token_reserves"": ""319107227.637329"", ""virtual_sol_reserves"": ""53.738917577"", ""virtual_token_reserves"": ""599007227.637329""}",2026-09-15 03:03:17+00,2026-09-15 03:04:33+00,line_broken,,,1.1762079227,0.0040426858,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""439890.4606664774457234525783"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-15T03:03:39.966000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""101.66400656892726"", ""observed_at"": ""2026-09-15T03:03:40.729609+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""111.6182357953"", ""observed_at"": ""2026-09-15T03:03:17+00:00"", ""real_sol_reserves"": ""29.94156333"", ""real_token_reserves"": ""257123031.253923"", ""virtual_sol_reserves"": ""59.94156333"", ""virtual_token_reserves"": ""537023031.253923""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-15T03:03:04.250584+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.0000001136646607981565847147991043"", ""participation_pct"": null, ""decision_to_fill_s"": 12, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.0000001118013199044101961453699157"", ""marginal_price_before_sol"": ""0.0000001116182357952867066368954548""}"
paper,01a0a307-008f-7253-8189-f45616ebc172,BgJGJNyu6mrgJh98sPtogBGfdwD4Yjjs2DHHxVX7pump,KIRKYAHU,flow_v2/2,fluxo_e_holders/2,meme_features_15s_v1,2026-09-15 03:05:22.997453+00,2026-09-15 03:05:03.567049+00,2026-09-15 03:05:22.997453+00,"{""reason"": null, ""source"": ""solana_rpc"", ""tokens"": ""284471.7945145364049947277796"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""complete"": false, ""cost_sol"": ""0.05"", ""mcap_sol"": ""172.6275788912"", ""size_sol"": ""0.05"", ""observed_at"": ""2026-09-15T03:04:51+00:00"", ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""real_sol_reserves"": ""44.544495269"", ""curve_progress_pct"": ""80.8445"", ""price_sol_per_token"": ""0.000000172627578891188684968814148"", ""real_token_reserves"": ""151922630.820694"", ""virtual_sol_reserves"": ""74.544495269"", ""virtual_token_reserves"": ""431822630.820694""}",2026-09-15 03:05:23+00,2026-09-15 03:05:49+00,line_broken,,,0.9656019656,-0.0113887409,"{""size_sol"": ""0.05"", ""target_x"": ""3"", ""max_hold_s"": 1800, ""max_loss_pct"": ""50"", ""trailing_pct"": ""35"", ""trailing_arm_x"": ""1.5"", ""exit_on_line_break"": true, ""line_break_snapshots"": 2}","{""leg"": ""single"", ""tokens"": ""266618.4920706502009296994286"", ""fee_pct"": ""1.75"", ""fee_sol"": ""0.00085995085995085995085995086"", ""sol_usd"": {""as_of"": ""2026-09-15T03:05:06.988000+00:00"", ""stale"": false, ""source"": ""pumpfun_rest:/sol-price"", ""price_usd"": ""102.07877385240492"", ""observed_at"": ""2026-09-15T03:05:07.977134+00:00""}, ""snapshot"": {""source"": ""solana_rpc"", ""complete"": false, ""mcap_sol"": ""184.1909341047"", ""observed_at"": ""2026-09-15T03:05:23+00:00"", ""real_sol_reserves"": ""47.000689488"", ""real_token_reserves"": ""138148205.587781"", ""virtual_sol_reserves"": ""77.000689488"", ""virtual_token_reserves"": ""418048205.587781""}, ""sol_spent"": ""0.05"", ""decided_at"": ""2026-09-15T03:05:22.997453+00:00"", ""parent_bet_id"": null, ""curve_cost_sol"": ""0.04914004914004914004914004914"", ""sol_usd_reason"": null, ""sol_usd_source"": ""pumpfun_rest:/sol-price"", ""priority_fee_sol"": ""0"", ""average_price_sol"": ""0.0000001875338788832047470127303396"", ""participation_pct"": null, ""decision_to_fill_s"": 0, ""fill_delay_snapshots"": 1, ""participation_reason"": ""curve_volume_1m_unknown"", ""marginal_price_after_sol"": ""0.0000001844261018604646221972082774"", ""marginal_price_before_sol"": ""0.0000001841909341046831394982672861""}"
