signal_id,familia,versao,coorte,symbol,bar_utc,dia_br,hora_br,hora_utc,dow_br,regime,trend,vol,custo_id,custo_medido,r_gross,r_exf,r_net,motivo,p_entry,risk,risco_pct
53bc73e9-0dab-5657-81b7-77bd4fea984c,mean_reversion,mean_reversion v1,prospective,BULLAUSDT,2026-09-08T18:30:00Z,2026-09-08,15,18,2,SIDEWAYS,flat,normal,0.105633,0.107092,1.523164,1.416072,1.416072,target,0.07847305560000,0.0014857739,0.018934
6a9184fd-e142-5ce2-8a65-8d95e1ac9817,mean_reversion,mean_reversion v1,prospective,KAITOUSDT,2026-09-08T18:45:00Z,2026-09-08,15,18,2,SIDEWAYS,flat,normal,0.158660,0.157612,-0.952431,-1.110043,-1.110043,stop,0.33370010000000,0.0042064878,0.012606
26eac060-ef21-55c9-ac7b-41b44648d020,mean_reversion,mean_reversion v1,prospective,AIOUSDT,2026-09-08T18:45:00Z,2026-09-08,15,18,2,SIDEWAYS,flat,normal,0.086744,0.088705,2.013330,1.924625,1.924625,target,0.05104060600000,0.0011768081,0.023056
f5a81413-26a5-55b6-bd04-bb487923ed63,mean_reversion,mean_reversion v1,prospective,BICOUSDT,2026-09-08T18:45:00Z,2026-09-08,15,18,2,SIDEWAYS,flat,normal,0.133745,0.132705,-0.959901,-1.092606,-1.092606,stop,0.02313387200000,0.0003459401,0.014954
81278dda-b5d4-53a5-9ca8-f409b5f68fae,mean_reversion,mean_reversion v1,prospective,USELESSUSDT,2026-09-08T18:45:00Z,2026-09-08,15,18,2,SIDEWAYS,flat,normal,0.040472,0.041026,0.578339,0.537312,0.533884,expired,0.27222323600000,0.0134523286,0.049417
200930aa-296a-5f5a-b6df-9688619b729e,mean_reversion,mean_reversion v1,prospective,BOMEUSDT,2026-09-08T19:00:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.292031,0.290944,-0.912443,-1.203387,-1.210658,stop,0.00092185278000,0.00000631338,0.006849
ada8391f-abbd-567f-b585-920f528957a2,mean_reversion,mean_reversion v1,prospective,FLOCKUSDT,2026-09-08T19:15:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.066873,0.066781,-0.052018,-0.118799,-0.116394,expired,0.06427854400000,0.0019224026,0.029907
13f59b2a-33f4-5e41-89dd-732e6e8a188f,mean_reversion,mean_reversion v1,prospective,BTRUSDT,2026-09-08T19:15:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.098581,0.100051,1.529823,1.429772,1.413322,target,0.04984989200000,0.0010113515,0.020288
4232604c-1282-5779-b8de-c14ae2bd8aab,mean_reversion,mean_reversion v1,prospective,MIRAUSDT,2026-09-08T19:15:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.215051,0.216055,1.133663,0.917607,0.912249,target,0.04984989200000,0.0004636107,0.009300
7ff7a5b2-1f31-5c3c-9ae6-dddb5a2144bc,mean_reversion,mean_reversion v1,prospective,ADAUSDT,2026-09-08T19:30:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.192121,0.191063,-0.942398,-1.133462,-1.133462,stop,0.22183302000000,0.0023093073,0.010410
d3dbb7a5-1cfe-5139-b1cd-80634c0dab07,mean_reversion,mean_reversion v1,prospective,SAHARAUSDT,2026-09-08T19:30:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.218702,0.219769,1.198337,0.978568,0.973110,target,0.00941264420000,0.0000860772,0.009145
c37ab448-fffa-5ad8-af3f-a7236f79b9cf,mean_reversion,mean_reversion v1,prospective,SEIUSDT,2026-09-08T19:30:00Z,2026-09-08,16,19,2,SIDEWAYS,flat,normal,0.205448,0.205077,-0.248177,-0.453254,-0.453254,expired,0.04966978400000,0.0004835256,0.009735
858d31e6-07a3-5a82-9f60-5685120b1cbc,mean_reversion,mean_reversion v1,prospective,1000PEPEUSDT,2026-09-08T20:00:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.216363,0.217227,0.994511,0.777284,0.777284,target,0.00364418520000,0.0000336859,0.009244
0915dc0f-0aad-5fea-afe2-0c013ba21630,mean_reversion,mean_reversion v1,prospective,ALGOUSDT,2026-09-08T20:00:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.187081,0.188083,1.114152,0.926070,0.926070,target,0.10076042000000,0.001077186,0.010691
6a63be2e-d8a5-5089-aa57-6e971223f603,mean_reversion,mean_reversion v1,prospective,ETCUSDT,2026-09-08T20:00:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.154531,0.155687,1.248338,1.092651,1.092651,target,8.48308680000000,0.1097910368,0.012942
427ee838-43fa-5185-b266-fd60a55d292a,mean_reversion,mean_reversion v1,prospective,NEARUSDT,2026-09-08T20:15:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.228530,0.227461,-0.931482,-1.158944,-1.158944,stop,2.33439980000000,0.0204297267,0.008752
7d35a8f9-97bf-57ee-b345-ae570eb6b799,mean_reversion,mean_reversion v1,prospective,PROMUSDT,2026-09-08T20:15:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.159736,0.161410,1.770678,1.609268,1.609268,target,5.82949560000000,0.0729892247,0.012521
77a6d98b-3894-52b3-a982-d2ef94041f0a,mean_reversion,mean_reversion v1,prospective,COTIUSDT,2026-09-08T20:30:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.147415,0.148664,1.336992,1.188329,1.188329,target,0.01714828280000,0.0002326524,0.013567
78fe13e7-e60f-5c2f-9fa2-47592bd1ee4b,mean_reversion,mean_reversion v1,prospective,FORMUSDT,2026-09-08T20:30:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.081656,0.083171,1.564443,1.481271,1.481271,target,0.30268150000000,0.0074135427,0.024493
b92a2e8b-8e0b-59e4-8694-97d381ea135f,mean_reversion,mean_reversion v1,prospective,CAPUSDT,2026-09-08T20:45:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.279706,0.280762,1.223627,0.942865,0.942865,target,0.04643784600000,0.0003320471,0.007150
bc279dbf-4ae2-500e-8f37-360f4d5d5560,mean_reversion,mean_reversion v1,prospective,PUMPUSDT,2026-09-08T20:45:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.145801,0.144757,-0.956286,-1.101043,-1.101043,stop,0.00434460520000,0.0000595964,0.013717
d4671bce-eb3e-53aa-9f93-04539f8aa896,mean_reversion,mean_reversion v1,prospective,ALGOUSDT,2026-09-08T20:45:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.210914,0.209851,-0.936764,-1.146615,-1.146615,stop,0.10070038400000,0.0009548952,0.009483
51294339-c8d5-5beb-8854-4f6011dbcb7d,mean_reversion,mean_reversion v1,prospective,GRASSUSDT,2026-09-08T20:45:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.146008,0.145964,0.043820,-0.102144,-0.105782,expired,0.33319980000000,0.0045641374,0.013698
3cca3503-5d4b-5706-a2d1-9b47db58ca06,mean_reversion,mean_reversion v1,prospective,XRPUSDT,2026-09-08T20:45:00Z,2026-09-08,17,20,2,SIDEWAYS,flat,normal,0.283686,0.283876,0.360249,0.076373,0.075422,expired,1.41744996000000,0.0099930947,0.007050
a17180de-0b76-5d57-8b6e-3aa802b006c1,mean_reversion,mean_reversion v1,prospective,ENSUSDT,2026-09-08T21:00:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.180093,0.179039,-0.946005,-1.125044,-1.125044,stop,6.33980160000000,0.0704059657,0.011105
66c9457b-4a3e-5f2d-a5e4-a9bf7a515982,mean_reversion,mean_reversion v1,prospective,ETHFIUSDT,2026-09-08T21:15:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.163835,0.163614,-0.122191,-0.285806,-0.289905,expired,0.60336180000000,0.007365488,0.012207
ea90caa7-3228-58bc-80ec-68989ca9fc07,mean_reversion,mean_reversion v1,prospective,ARXUSDT,2026-09-08T21:15:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.085605,0.087086,1.533082,1.445996,1.445996,target,0.14948964000000,0.0034925513,0.023363
eb22e204-7c48-51de-ac68-437ceac4859f,mean_reversion,mean_reversion v1,prospective,APTUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.157808,0.156941,-0.772276,-0.929217,-0.936901,expired,0.65389210000000,0.0082871961,0.012674
bcf4c8fa-183b-557f-b153-eacab93af464,mean_reversion,mean_reversion v1,prospective,BLESSUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.160289,0.159241,-0.951942,-1.111184,-1.111184,stop,0.00929257220000,0.0001159475,0.012477
6483bec5-e0ce-5982-869a-14c6dd4f21d2,mean_reversion,mean_reversion v1,prospective,LITUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.136108,0.137576,1.549813,1.412237,1.408780,target,4.75044856000000,0.0698040962,0.014694
db359513-b885-5f79-9fd8-f90de8a605fd,mean_reversion,mean_reversion v1,prospective,STXUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.339226,0.338124,-0.898293,-1.236418,-1.221720,stop,0.27076236000000,0.0015963541,0.005896
90f68d30-75e5-5bb9-96da-dcf88b077229,mean_reversion,mean_reversion v1,prospective,NEIROUSDT,2026-09-08T21:45:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.234579,0.233509,-0.929669,-1.163177,-1.169012,stop,0.00008879324400,0.000000757044,0.008526
d0b5a6dc-8012-5a3b-89f5-fd95d6b34e3e,mean_reversion,mean_reversion v1,prospective,INJUSDT,2026-09-08T21:45:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.203627,0.205152,1.648103,1.442951,1.432721,target,6.37182080000000,0.0625833945,0.009822
fd3cc405-5ba0-5e53-9d66-1bfee5300f70,mean_reversion,mean_reversion v1,prospective,KSMUSDT,2026-09-08T22:00:00Z,2026-09-08,19,22,2,SIDEWAYS,flat,normal,0.115220,0.114186,-0.965455,-1.079641,-1.079641,stop,4.07544380000000,0.0707418428,0.017358
b5c9309a-8cff-58c8-9663-eb8dc35b9a0d,mean_reversion,mean_reversion v1,prospective,ESPUSDT,2026-09-08T22:00:00Z,2026-09-08,19,22,2,SIDEWAYS,flat,normal,0.166924,0.167565,0.740550,0.572985,0.572985,target,0.09146484600000,0.0010958832,0.011981
9afad39d-aceb-5f35-abde-b75b5a137bcf,mean_reversion,mean_reversion v1,prospective,PONSUSDT,2026-09-08T22:00:00Z,2026-09-08,19,22,2,SIDEWAYS,flat,normal,0.070282,0.069262,-0.978928,-1.048190,-1.048190,stop,0.80178078000000,0.0228159657,0.028457
5d203595-82c1-5b30-9c3b-2b0b9edc5eb2,mean_reversion,mean_reversion v1,prospective,VETUSDT,2026-09-08T23:00:00Z,2026-09-08,20,23,2,SIDEWAYS,flat,normal,0.195390,0.196809,1.536015,1.339206,1.339206,target,0.00788572860000,0.0000807177,0.010236
d83687b8-4544-5643-a278-eb768fffeace,mean_reversion,mean_reversion v1,prospective,KSMUSDT,2026-09-08T23:30:00Z,2026-09-08,20,23,2,SIDEWAYS,flat,normal,0.164621,0.166101,1.579743,1.413642,1.413642,target,4.01440720000000,0.0487715921,0.012149
ea1c5ad5-afa5-5a85-a8b4-4f467ab03421,mean_reversion,mean_reversion v1,prospective,ZENUSDT,2026-09-08T23:45:00Z,2026-09-08,20,23,2,SIDEWAYS,flat,normal,0.262629,0.263900,1.428966,1.165066,1.151884,target,6.97318140000000,0.0531028598,0.007615
0ceb1bd6-507d-54d8-b845-b63d3672b4f5,mean_reversion,mean_reversion v1,prospective,SOLVUSDT,2026-09-09T00:45:00Z,2026-09-08,21,0,2,SIDEWAYS,flat,normal,0.080714,0.081021,0.355655,0.274634,0.274634,target,0.00446167540000,0.0001105551,0.024779
125487be-27a7-56c5-b114-66a4e0f28be0,mean_reversion,mean_reversion v1,prospective,PONSUSDT,2026-09-09T00:45:00Z,2026-09-08,21,0,2,SIDEWAYS,flat,normal,0.065250,0.064230,-0.980437,-1.044667,-1.044667,stop,0.77436434000000,0.0237354688,0.030652
9719d2db-1df0-59cd-8784-250bf8abafa6,mean_reversion,mean_reversion v1,prospective,DOTUSDT,2026-09-09T01:15:00Z,2026-09-08,22,1,2,SIDEWAYS,flat,normal,0.187002,0.185946,-0.943933,-1.129879,-1.129879,stop,1.20812444000000,0.0129210076,0.010695
b19ff98a-2f6c-56df-acf4-194e9f26bd9f,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-20T03:45:00Z,2026-08-20,0,3,4,HIGH_VOLATILITY,up,high,0.219286,0.219981,0.826185,0.606204,0.606204,target,1.09605724000000,0.0099965942,0.009121
b5887a29-3cd5-5184-bf23-1725e2e80af8,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-20T03:45:00Z,2026-08-20,0,3,4,HIGH_VOLATILITY,up,high,0.234776,0.234979,0.344361,0.109382,0.109382,expired,0.07499497000000,0.0006388643,0.008519
8d2d6189-00f7-55eb-aa9d-049aa219c9b0,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-20T13:45:00Z,2026-08-20,10,13,4,HIGH_VOLATILITY,up,high,0.278604,0.280039,1.602915,1.322876,1.322876,target,2273.76344000000000,16.3225495214,0.007179
97e4dc76-4dac-579e-a2d7-58b3ea9beef6,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-20T19:30:00Z,2026-08-20,16,19,4,HIGH_VOLATILITY,up,high,0.126812,0.128539,1.803892,1.675353,1.675353,target,1.22973740000000,0.0193947165,0.015771
fc47d4a0-39fd-5f52-8820-41244284b48f,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-20T21:00:00Z,2026-08-20,18,21,4,HIGH_VOLATILITY,up,high,0.330843,0.332238,1.593891,1.261653,1.261653,target,2317.57971400000000,14.0101326082,0.006045
c38b0f65-8f75-5485-9562-1da9927ebb6d,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-21T11:45:00Z,2026-08-21,8,11,5,HIGH_VOLATILITY,up,high,0.197759,0.198845,1.204092,1.005248,1.005248,target,2376.80522800000000,24.0373535252,0.010113
3972d3a6-26d1-5429-8d9f-cb7b32771022,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-21T11:45:00Z,2026-08-21,8,11,5,HIGH_VOLATILITY,up,high,0.190490,0.191632,1.256613,1.064981,1.064981,target,90.58431800000000,0.9510671994,0.010499
a2616a6f-6fc1-5f03-92ff-cc30d21ff678,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-21T12:00:00Z,2026-08-21,9,12,5,HIGH_VOLATILITY,up,high,0.210008,0.211699,1.817062,1.605363,1.605363,target,0.08292972800000,0.0007897762,0.009523
6c103848-3f39-5584-843b-b1b1a0f3e78f,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-21T18:00:00Z,2026-08-21,15,18,5,HIGH_VOLATILITY,up,high,0.141196,0.140154,-0.957666,-1.097821,-1.097821,stop,1.38773214000000,0.0196567633,0.014165
3e87f436-e136-53a3-8267-1e33ae89d4b9,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-21T20:00:00Z,2026-08-21,17,20,5,HIGH_VOLATILITY,up,high,0.187677,0.189442,1.877797,1.688355,1.688355,target,1.37042176000000,0.0146040292,0.010657
bbafe8f4-3672-5f04-817e-569dbc90a613,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-21T20:00:00Z,2026-08-21,17,20,5,HIGH_VOLATILITY,up,high,0.441155,0.443467,2.576902,2.133435,2.133435,target,90.80445000000000,0.4116670534,0.004534
5c2adb89-f668-57ca-9157-1ac4e446b697,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-22T05:30:00Z,2026-08-22,2,5,6,HIGH_VOLATILITY,up,high,0.092545,0.093510,1.020790,0.927279,0.922482,expired,0.08975382000000,0.001939675,0.021611
f34e588e-86bd-5fd8-8ece-2ede60666b1d,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-22T05:30:00Z,2026-08-22,2,5,6,HIGH_VOLATILITY,up,high,0.270067,0.268986,-0.919028,-1.188015,-1.188015,stop,2430.23726800000000,17.9972943425,0.007406
f3e79388-51d3-57e1-9052-7477e2d44118,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-22T08:45:00Z,2026-08-22,5,8,6,HIGH_VOLATILITY,up,high,0.072707,0.071686,-0.978201,-1.049887,-1.049887,stop,1.50890480000000,0.0415062719,0.027508
580a6a4a-0611-5cda-8c5b-add7ee6e8634,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-22T10:30:00Z,2026-08-22,7,10,6,HIGH_VOLATILITY,up,high,0.074739,0.074892,0.197831,0.122939,0.122939,expired,1.47338350000000,0.0394276366,0.026760
af4ef415-7ce2-5237-ac2c-5f915b39363e,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-22T10:30:00Z,2026-08-22,7,10,6,HIGH_VOLATILITY,up,high,0.132372,0.133323,1.030185,0.896862,0.896862,expired,92.51547600000000,1.397807332,0.015109
657346a6-0b84-5085-b9e7-0c22856d0480,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-22T10:30:00Z,2026-08-22,7,10,6,HIGH_VOLATILITY,up,high,0.102662,0.103549,0.949258,0.845709,0.845709,expired,0.08922350200000,0.0017381995,0.019481
91da2e8e-301c-5c5a-8089-e3cb541e045b,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-23T20:15:00Z,2026-08-23,17,20,7,BTC_BULL,up,normal,0.180240,0.181536,1.403922,1.222386,1.222386,target,1.50009952000000,0.0166455566,0.011096
6535bf9b-5531-5106-9a68-e3aeb7a889e1,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-24T00:30:00Z,2026-08-23,21,0,7,BTC_BULL,up,normal,0.302648,0.304150,1.684164,1.380014,1.380014,target,94.49666400000000,0.6244664596,0.006608
886e7b28-9fa5-5549-96c1-379550bb004d,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-24T17:15:00Z,2026-08-24,14,17,1,HIGH_VOLATILITY,flat,high,0.412423,0.411299,-0.876347,-1.287647,-1.287647,stop,2468.73035000000000,11.9718509036,0.004849
99c6253d-4324-5688-9f1f-0dc786fa87ba,mean_reversion,mean_reversion v1,replay,ETHUSDT,2026-08-24T18:00:00Z,2026-08-24,15,18,1,HIGH_VOLATILITY,flat,high,0.221078,0.221332,0.386370,0.165038,0.165038,expired,2471.87223400000000,22.3620019027,0.009047
9d17fe35-502f-5c3c-b425-84ea30c4af2f,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-25T07:00:00Z,2026-08-25,4,7,2,HIGH_VOLATILITY,up,high,0.213183,0.212120,-0.936083,-1.148203,-1.148203,stop,1.50540270000000,0.0141230724,0.009382
d1a8ea66-9b2b-5881-92d7-324c8ec67082,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-25T08:15:00Z,2026-08-25,5,8,2,HIGH_VOLATILITY,up,high,0.188116,0.187060,-0.943599,-1.130659,-1.130659,stop,100.41021000000000,1.0675362002,0.010632
ae40e1b1-85df-5123-8479-ae75681cf6f2,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-25T09:15:00Z,2026-08-25,6,9,2,HIGH_VOLATILITY,up,high,0.261555,0.260477,-0.921580,-1.182057,-1.182057,stop,0.09109462400000,0.0006965614,0.007647
b7613cdd-151e-5258-a63a-0f6408978ac4,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-25T10:30:00Z,2026-08-25,7,10,2,HIGH_VOLATILITY,up,high,0.230109,0.229040,-0.931009,-1.160049,-1.160049,stop,99.56970600000000,0.8654136698,0.008692
26d2e13f-d3a9-5b8c-bddc-ca1658d8f814,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-27T13:15:00Z,2026-08-27,10,13,4,SIDEWAYS,flat,normal,0.243754,0.242681,-0.926918,-1.169599,-1.169599,stop,0.08791271600000,0.0007213237,0.008205
b999e883-0c8c-537b-855b-23ce0d4cc015,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-27T18:30:00Z,2026-08-27,15,18,4,SIDEWAYS,flat,normal,0.196243,0.197180,1.055066,0.857887,0.857887,target,1.44426604000000,0.014719186,0.010191
4289ffe3-3bf1-5e03-bb63-805898507260,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-08-27T18:45:00Z,2026-08-27,15,18,4,SIDEWAYS,flat,normal,0.283776,0.285219,1.613457,1.328238,1.328238,target,0.08828293800000,0.0006222024,0.007048
7b6ea339-9e5e-526e-97f0-3d63f2861fa7,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-08-28T02:45:00Z,2026-08-27,23,2,4,SIDEWAYS,flat,normal,0.308353,0.307261,-0.907550,-1.214810,-1.214810,stop,106.88409200000000,0.693258441,0.006486
c574fcf8-79ad-5620-9175-62ac480e44e5,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-08-28T02:45:00Z,2026-08-27,23,2,4,SIDEWAYS,flat,normal,0.314318,0.313224,-0.905761,-1.218985,-1.218985,stop,1.43295926000000,0.0091178856,0.006363
0052a854-0520-5eb8-8f25-e31aeb69fb48,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-09-03T20:45:00Z,2026-09-03,17,20,4,HIGH_VOLATILITY,flat,high,0.246807,0.245733,-0.926002,-1.171735,-1.171735,stop,0.08879324400000,0.0007195363,0.008104
d2f786bc-60b8-547a-9ff6-dc207ff09202,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-09-03T22:45:00Z,2026-09-03,19,22,4,HIGH_VOLATILITY,flat,high,0.233077,0.232008,-0.930119,-1.162126,-1.173816,stop,0.08753248800000,0.0007511031,0.008581
9e0c8bf1-4e4c-54bc-8ed6-6644b6241b48,mean_reversion,mean_reversion v1,replay,XRPUSDT,2026-09-03T22:45:00Z,2026-09-03,19,22,4,HIGH_VOLATILITY,flat,high,0.197579,0.196520,-0.940762,-1.137282,-1.147139,stop,1.45417198000000,0.0147198709,0.010123
3fcf2f0f-49c3-562e-9cdd-2648665f0d3f,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-09-05T23:00:00Z,2026-09-05,20,23,6,BTC_BULL,up,low,0.265211,0.264132,-0.920484,-1.184616,-1.184616,stop,0.09002398200000,0.000678886,0.007541
e0b30c71-e1fe-54bc-91b1-575de8f66900,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-09-06T00:15:00Z,2026-09-05,21,0,6,BTC_BULL,up,low,0.258146,0.259375,1.383904,1.124529,1.124529,target,0.08993392800000,0.0006967683,0.007748
2d8496e0-416b-5705-ae46-6bdeb58424ca,mean_reversion,mean_reversion v1,replay,DOGEUSDT,2026-09-06T09:45:00Z,2026-09-06,6,9,7,LOW_VOLATILITY,flat,low,0.239764,0.238692,-0.928114,-1.166806,-1.166806,stop,0.08995394000000,0.000750354,0.008342
db97751b-1d51-544c-af8a-28bccdb69277,mean_reversion,mean_reversion v1,replay,SOLUSDT,2026-09-06T15:15:00Z,2026-09-06,12,15,7,LOW_VOLATILITY,flat,low,0.264790,0.265730,1.098512,0.832782,0.822057,target,105.48325200000000,0.796730649,0.007553
6f4961aa-03b6-540c-8c75-9e8807565004,mean_reversion,mean_reversion v2,prospective,LITUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.136108,0.137576,1.549813,1.412237,1.408780,target,4.75044856000000,0.0698040962,0.014694
4677b5b7-0931-586d-9268-3c491b31c3c2,mean_reversion,mean_reversion v2,prospective,BLESSUSDT,2026-09-08T21:30:00Z,2026-09-08,18,21,2,SIDEWAYS,flat,normal,0.160289,0.159241,-0.951942,-1.111184,-1.111184,stop,0.00929257220000,0.0001159475,0.012477
