trendline_breakout v1,2026-08-28,XRPUSDT,-0.7818931346,-0.617031
trendline_breakout v1,2026-08-28,SOLUSDT,-0.8301903463,-0.676762
trendline_breakout v1,2026-08-28,DOGEUSDT,-1.1081938031,-0.955032
trendline_breakout v1,2026-08-28,SOLUSDT,-0.5478360579,-0.415037
trendline_breakout v1,2026-08-31,SOLUSDT,-0.0007347003,0.103007
trendline_breakout v1,2026-08-31,XRPUSDT,2.0047222114,2.204695
trendline_breakout v1,2026-08-31,DOGEUSDT,-0.5172143943,-0.380207
trendline_breakout v1,2026-08-31,SOLUSDT,-0.3199199413,-0.175802
trendline_breakout v1,2026-09-01,XRPUSDT,-0.6037662603,-0.415648
trendline_breakout v1,2026-09-02,DOGEUSDT,0.1159409853,0.314370
trendline_breakout v1,2026-09-02,XRPUSDT,0.9030150990,1.094290
trendline_breakout v1,2026-09-03,SOLUSDT,1.1139767416,1.290433
trendline_breakout v1,2026-09-03,SOLUSDT,-0.9692737336,-0.774068
